Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,24.149999618530273,24.549999237060547,23.700000762939453,23.850000381469727,16.11182403564453,32880482
2018-01-03,23.850000381469727,24.149999618530273,23.5,24.100000381469727,16.28070831298828,30506383
2018-01-04,24.399999618530273,24.649999618530273,24.200000762939453,24.200000762939453,16.348262786865234,36159894
2018-01-05,24.100000381469727,24.450000762939453,23.799999237060547,24.299999237060547,16.41581916809082,22912467
2018-01-08,24.5,26.549999237060547,24.399999618530273,25.649999618530273,17.327808380126953,89720373
2018-01-09,26.100000381469727,26.100000381469727,25.25,25.25,17.05759048461914,35125867
2018-01-10,25.75,25.950000762939453,25.049999237060547,25.100000381469727,16.95625877380371,36189867
2018-01-11,25.100000381469727,26.100000381469727,24.75,25.700000762939453,17.361583709716797,37984003
2018-01-12,26.0,26.149999618530273,25.549999237060547,26.0,17.564250946044922,31594946
2018-01-15,26.0,26.450000762939453,25.850000381469727,25.850000381469727,17.46291732788086,36998440
2018-01-16,25.799999237060547,26.350000381469727,25.75,26.149999618530273,17.66558265686035,23861679
2018-01-17,26.299999237060547,27.299999237060547,26.049999237060547,27.200000762939453,18.374906539916992,90137008
2018-01-18,27.600000381469727,27.700000762939453,27.100000381469727,27.200000762939453,18.374906539916992,46154704
2018-01-19,27.399999618530273,29.5,27.299999237060547,29.299999237060547,19.793560028076172,138772586
2018-01-22,30.0,32.20000076293945,29.600000381469727,32.20000076293945,21.752649307250977,191806267
2018-01-23,32.70000076293945,33.75,29.399999618530273,29.799999237060547,20.131332397460938,343525156
2018-01-24,30.100000381469727,30.700000762939453,29.299999237060547,30.149999618530273,20.367773056030273,148730352
2018-01-25,29.299999237060547,29.549999237060547,27.75,27.950000762939453,18.881568908691406,158288727
2018-01-26,27.700000762939453,28.75,27.100000381469727,27.600000381469727,18.645126342773438,132409340
2018-01-29,28.100000381469727,28.350000381469727,27.649999618530273,27.950000762939453,18.881568908691406,45458148
2018-01-30,27.950000762939453,28.100000381469727,27.25,27.299999237060547,18.442461013793945,38473509
2018-01-31,27.0,28.100000381469727,27.0,27.649999618530273,18.678905487060547,84531719
2018-02-01,27.899999618530273,27.950000762939453,27.350000381469727,27.350000381469727,18.476238250732422,31794813
2018-02-02,27.200000762939453,27.200000762939453,26.049999237060547,26.049999237060547,17.598026275634766,80444493
2018-02-05,25.0,26.700000762939453,24.850000381469727,26.5,17.90202522277832,75066107
